time(s),intensity,nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),Pitch
0.395303,0.0003,3,981.128,590.089,2558.994,523.059,3534.456,742.595,--undefined--,--undefined--,--undefined--
0.401553,0.0003,3,842.374,814.931,2312.210,911.116,3642.451,596.647,--undefined--,--undefined--,--undefined--
0.407803,0.0003,3,909.345,617.253,2445.590,621.000,3646.034,619.194,--undefined--,--undefined--,--undefined--
0.414053,0.0002,3,785.085,741.892,2385.734,656.652,3575.303,612.335,--undefined--,--undefined--,--undefined--
0.420303,0.0002,3,755.291,755.513,2248.606,546.426,3538.204,409.601,--undefined--,--undefined--,--undefined--
0.426553,0.0002,3,567.995,511.569,2241.116,433.432,3592.600,518.840,--undefined--,--undefined--,--undefined--
0.432803,0.0002,3,459.414,585.679,2089.606,547.313,3677.468,734.559,--undefined--,--undefined--,--undefined--
0.439053,0.0002,3,859.429,1009.741,2474.760,1250.451,3655.049,722.640,--undefined--,--undefined--,--undefined--
0.445303,0.0002,4,395.345,1138.128,1516.362,2151.684,2844.217,800.039,4081.161,1171.528,--undefined--
0.451553,0.0002,4,529.386,573.626,1599.548,1063.636,3009.309,630.723,4110.013,993.483,--undefined--
0.457803,0.0002,3,996.177,1159.587,2262.326,2130.677,3487.730,786.468,--undefined--,--undefined--,140.01589620415717
0.464053,0.0002,3,713.872,932.263,2343.500,784.409,3705.048,667.958,--undefined--,--undefined--,140.01589620415717
0.470303,0.0002,3,550.769,845.542,2178.645,605.740,3665.692,444.361,--undefined--,--undefined--,134.13439835779812
0.476553,0.0002,3,425.029,604.373,2226.290,684.518,3636.563,486.940,--undefined--,--undefined--,134.13439835779812
0.482803,0.0002,3,325.923,648.977,2017.168,1348.288,3578.307,848.329,--undefined--,--undefined--,--undefined--
0.489053,0.0002,3,476.369,881.426,2063.646,658.792,3566.667,357.858,--undefined--,--undefined--,--undefined--
0.495303,0.0003,3,555.001,959.378,2211.049,680.641,3545.482,365.399,--undefined--,--undefined--,--undefined--
0.501553,0.0003,3,261.560,949.373,2216.384,866.690,3560.511,333.430,--undefined--,--undefined--,--undefined--
0.507803,0.0003,2,1964.669,1010.398,3620.369,702.809,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
0.514053,0.0003,3,1529.099,1341.195,1897.485,3113.496,3777.861,1282.476,--undefined--,--undefined--,--undefined--
0.520303,0.0003,3,534.438,941.864,1727.363,1065.444,3427.966,849.488,--undefined--,--undefined--,--undefined--
0.526553,0.0003,3,586.446,428.302,1763.203,1206.399,3389.378,679.345,--undefined--,--undefined--,--undefined--
0.532803,0.0003,3,648.025,559.350,1901.886,1326.052,3505.796,340.776,--undefined--,--undefined--,--undefined--
0.539053,0.0003,3,742.678,761.268,2311.820,1126.767,3525.941,280.149,--undefined--,--undefined--,--undefined--
0.545303,0.0002,3,677.712,491.311,2427.728,528.862,3520.792,91.993,--undefined--,--undefined--,--undefined--
0.551553,0.0002,3,540.045,455.631,2311.006,485.567,3518.234,88.307,--undefined--,--undefined--,--undefined--
0.557803,0.0002,3,572.990,516.101,2205.580,620.784,3513.268,323.608,--undefined--,--undefined--,--undefined--
0.564053,0.0002,3,764.177,554.148,2539.713,838.758,3601.440,541.173,--undefined--,--undefined--,--undefined--
0.570303,0.0004,3,933.411,593.991,2508.979,847.812,3691.297,427.139,--undefined--,--undefined--,--undefined--
0.576553,0.0004,3,975.581,1035.017,2222.067,1383.131,3683.731,343.666,--undefined--,--undefined--,--undefined--
0.582803,0.0004,4,374.815,641.066,1597.880,833.180,3639.498,529.884,4102.674,1963.325,--undefined--
0.589053,0.0004,4,442.006,579.521,1698.902,1004.504,3486.722,878.512,3984.005,1185.899,--undefined--
0.595303,0.0004,3,610.314,373.119,1984.289,1167.946,3540.508,458.490,--undefined--,--undefined--,--undefined--
0.601553,0.0004,3,676.422,482.923,2261.456,1116.350,3490.990,402.556,--undefined--,--undefined--,--undefined--
0.607803,0.0004,3,694.767,327.631,2316.453,774.835,3587.231,567.126,--undefined--,--undefined--,--undefined--
0.614053,0.0004,3,674.559,359.254,2421.795,699.937,3789.193,913.389,--undefined--,--undefined--,--undefined--
0.620303,0.0004,3,1001.711,513.174,2679.087,690.117,4021.234,1299.471,--undefined--,--undefined--,--undefined--
0.626553,0.0005,3,1005.052,456.137,2533.054,1164.755,3678.002,1275.128,--undefined--,--undefined--,--undefined--
0.632803,0.0005,3,955.178,605.927,2448.018,961.370,3719.897,1072.208,--undefined--,--undefined--,228.9346637369549
0.639053,0.0005,4,412.632,1016.897,1131.534,2666.681,2580.972,1060.295,4152.657,837.143,250.81231538720027
0.645303,0.0005,3,734.758,903.800,2443.834,1339.951,4004.942,1199.181,--undefined--,--undefined--,250.81231538720027
0.651553,0.0005,3,476.532,667.107,2105.396,1131.263,3612.876,831.835,--undefined--,--undefined--,260.17511703096454
0.657803,0.0005,4,399.004,366.634,1757.579,757.726,2901.743,1421.485,4068.890,682.931,257.62385157543997
0.664053,0.0005,3,534.202,1035.216,2470.705,712.814,3995.350,640.077,--undefined--,--undefined--,257.62385157543997
0.670303,0.0005,3,627.287,563.868,2501.964,618.917,3972.684,628.021,--undefined--,--undefined--,266.78943731105363
0.676553,0.0005,4,521.597,244.712,1497.456,2035.269,2896.753,1148.425,4030.908,843.970,266.78943731105363
0.682803,0.0005,4,402.356,332.788,1460.553,968.386,3104.223,1075.619,4076.062,1014.408,263.113053371459
0.689053,0.0005,4,335.920,352.701,1468.754,425.383,3135.295,595.605,4331.465,933.124,257.8792722314501
0.695303,0.0005,3,336.483,661.787,1422.685,556.082,3385.592,604.671,--undefined--,--undefined--,257.8792722314501
0.701553,0.0005,3,486.744,406.765,1676.271,702.867,3524.730,566.692,--undefined--,--undefined--,--undefined--
0.707803,0.0004,3,387.371,607.129,1988.379,763.079,3537.503,499.015,--undefined--,--undefined--,--undefined--
0.714053,0.0004,3,528.674,775.340,2132.745,771.820,3506.039,612.205,--undefined--,--undefined--,--undefined--
0.720303,0.0004,4,614.821,372.858,1975.095,846.825,3236.777,2427.678,3927.052,821.347,--undefined--
0.726553,0.0004,3,680.422,885.847,2144.442,659.470,3759.211,596.407,--undefined--,--undefined--,--undefined--
0.732803,0.0005,3,427.109,873.401,2320.806,1335.557,3577.236,1303.471,--undefined--,--undefined--,--undefined--
0.739053,0.001,3,462.803,421.609,2245.669,879.919,3623.015,1075.492,--undefined--,--undefined--,--undefined--
0.745303,0.002,3,431.014,633.443,2278.140,456.062,3749.688,969.761,--undefined--,--undefined--,--undefined--
0.751553,0.002,4,527.028,357.904,2042.887,458.048,2950.509,301.715,4297.352,639.308,--undefined--
0.757803,0.002,4,504.551,494.526,2016.280,224.457,2983.871,194.080,4328.187,438.849,--undefined--
0.764053,0.002,4,287.350,938.264,2018.272,153.378,2970.936,694.425,4246.514,589.352,--undefined--
0.770303,0.002,4,386.947,629.916,2002.153,175.116,3104.433,673.019,4360.224,799.365,--undefined--
0.776553,0.002,4,453.332,443.051,1997.968,522.114,3037.253,575.237,4283.239,549.685,--undefined--
0.782803,0.002,4,405.855,413.052,1961.176,640.070,2936.912,575.531,4295.952,472.495,--undefined--
0.789053,0.002,4,510.271,486.672,1923.871,901.608,2842.684,1117.252,4311.752,502.133,--undefined--
0.795303,0.0005,4,485.672,417.556,1959.088,837.938,3106.437,1323.893,4273.558,722.354,--undefined--
0.801553,0.0004,4,548.297,370.546,1934.764,1081.842,3050.517,847.811,4365.580,619.344,--undefined--
0.807803,0.0004,4,611.480,675.979,1676.446,2029.721,2962.092,1048.867,4234.693,974.377,--undefined--
0.814053,0.0005,3,708.897,924.501,2641.385,1134.661,3810.044,1143.721,--undefined--,--undefined--,--undefined--
0.820303,0.0005,3,835.107,561.828,2539.949,853.229,3590.668,629.803,--undefined--,--undefined--,--undefined--
0.826553,0.0005,3,601.338,336.504,2171.441,1015.836,3537.624,1133.915,--undefined--,--undefined--,--undefined--
0.832803,0.0005,4,521.035,310.601,2230.812,898.788,3202.505,2431.516,4323.927,973.349,--undefined--
0.839053,0.0005,4,400.378,254.877,2407.810,1364.087,3112.205,1778.250,4394.447,1423.495,--undefined--
0.845303,0.0005,4,367.878,583.391,2049.741,2030.009,3231.347,946.418,4660.023,1702.657,--undefined--
0.851553,0.0005,4,290.313,608.678,2072.331,1531.736,3378.454,1293.379,4251.780,1595.030,--undefined--
0.857803,0.0005,4,371.689,449.184,2118.665,814.084,3334.631,1420.351,4225.980,1152.449,--undefined--
0.864053,0.0005,4,567.146,730.537,1875.951,778.256,3428.014,1043.611,4074.614,1380.630,--undefined--
0.870303,0.0005,4,426.928,817.522,1694.514,784.437,3099.257,1210.810,3883.438,567.075,--undefined--
0.876553,0.0005,4,510.908,705.771,1354.333,598.175,2901.671,776.657,4053.257,492.449,--undefined--
0.882803,0.0005,4,496.098,697.267,1336.627,904.307,2869.801,790.602,4175.104,557.897,--undefined--
0.889053,0.0005,4,448.191,778.917,1470.376,1111.524,3064.185,689.596,4233.778,817.119,--undefined--
0.895303,0.0005,4,568.939,580.578,1541.769,1030.004,2964.736,375.265,4361.601,951.521,--undefined--
0.901553,0.0005,4,550.288,822.885,1448.302,1866.413,2867.677,862.894,4149.048,844.979,--undefined--
0.907803,0.0003,4,596.344,1253.748,1169.681,1975.518,2840.206,1286.706,4215.745,1134.923,--undefined--
0.914053,0.0002,2,1202.877,907.546,3105.973,980.645,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
0.920303,0.0002,3,1113.917,674.518,2430.199,1684.548,3701.663,813.034,--undefined--,--undefined--,--undefined--
0.926553,0.0002,3,1026.714,1061.112,2299.642,1429.666,3680.805,599.523,--undefined--,--undefined--,--undefined--
0.932803,0.0002,3,1079.737,530.055,2528.337,536.268,3909.528,910.123,--undefined--,--undefined--,--undefined--
0.939053,0.0002,3,897.408,798.784,2507.820,677.091,4007.474,1463.882,--undefined--,--undefined--,--undefined--
0.945303,0.0002,4,545.632,789.008,1790.112,995.993,3189.456,1233.166,4204.901,1197.375,--undefined--
0.951553,0.0002,3,1359.935,1103.011,3145.727,1199.191,4588.668,2177.927,--undefined--,--undefined--,--undefined--
0.957803,0.0002,3,1186.031,803.827,2720.895,937.793,4348.156,1002.691,--undefined--,--undefined--,--undefined--
0.964053,0.0002,3,1235.502,990.635,2494.932,1253.817,4251.504,1385.473,--undefined--,--undefined--,--undefined--
0.970303,0.0002,3,701.985,1680.729,2008.388,985.050,3688.947,828.382,--undefined--,--undefined--,--undefined--
0.976553,0.0002,3,492.195,619.926,2493.879,976.612,3789.899,930.610,--undefined--,--undefined--,--undefined--
0.982803,0.0002,4,393.350,345.922,1795.818,1156.687,3067.692,657.783,4170.330,790.758,--undefined--
0.989053,0.0002,3,1022.428,928.013,3231.350,1663.111,3864.881,2064.541,--undefined--,--undefined--,--undefined--
0.995303,0.0002,3,988.675,771.322,2436.514,3252.628,3493.415,723.943,--undefined--,--undefined--,--undefined--
1.001553,0.0002,3,1050.493,802.360,2531.670,1463.051,3529.273,799.477,--undefined--,--undefined--,--undefined--
1.007803,0.0002,3,879.870,1300.240,2414.958,1486.927,3523.871,1130.881,--undefined--,--undefined--,--undefined--
1.014053,0.0003,3,391.985,882.052,2259.941,1660.905,3395.939,1569.915,--undefined--,--undefined--,--undefined--
1.020303,0.0003,3,829.160,901.798,2545.992,862.235,3588.675,1432.018,--undefined--,--undefined--,--undefined--
1.026553,0.0003,3,341.931,1066.427,2565.379,1260.633,3365.101,2658.026,--undefined--,--undefined--,--undefined--
1.032803,0.0003,3,359.033,713.379,1849.339,1288.237,2915.584,1016.762,--undefined--,--undefined--,--undefined--
1.039053,0.0003,3,442.375,665.371,1702.858,1446.431,2927.691,866.576,--undefined--,--undefined--,--undefined--
1.045303,0.0003,3,431.032,551.362,1685.329,1356.445,2992.037,722.864,--undefined--,--undefined--,--undefined--
1.051553,0.0003,3,1196.058,1080.346,2388.244,2667.438,3370.922,1017.236,--undefined--,--undefined--,--undefined--
1.057803,0.0003,3,1250.467,800.276,2639.415,2120.425,3430.362,1146.574,--undefined--,--undefined--,--undefined--
1.064053,0.0003,3,1069.791,849.366,2420.940,1472.359,3511.587,707.280,--undefined--,--undefined--,--undefined--
1.070303,0.0003,3,820.722,1124.050,2338.910,910.929,3619.039,681.253,--undefined--,--undefined--,148.57737050783803
1.076553,0.0003,4,343.461,1073.437,1685.980,1909.473,2962.474,1190.859,4516.880,1475.165,148.57737050783803
1.082803,0.0003,3,1056.823,652.278,2425.696,659.333,3648.492,590.818,--undefined--,--undefined--,148.52735636602162
1.089053,0.0003,3,978.408,619.699,2417.983,537.574,3639.370,492.061,--undefined--,--undefined--,146.89232546929068
1.095303,0.0003,3,804.794,889.981,2521.529,843.614,3506.740,1111.034,--undefined--,--undefined--,146.89232546929068
1.101553,0.0002,3,775.827,865.782,2551.906,585.325,3752.268,1504.958,--undefined--,--undefined--,147.48480297555858
1.107803,0.0002,3,899.045,1061.376,2523.847,782.063,3963.148,1491.271,--undefined--,--undefined--,--undefined--
1.114053,0.0002,3,1021.631,1122.533,2560.199,1105.563,4074.537,1418.509,--undefined--,--undefined--,--undefined--
1.120303,0.0002,3,334.226,1081.382,2541.723,1419.841,3826.899,2365.541,--undefined--,--undefined--,--undefined--
1.126553,0.0002,3,456.432,835.271,2299.159,883.374,3547.395,1087.011,--undefined--,--undefined--,--undefined--
1.132803,0.0002,4,445.304,862.522,1924.645,967.621,3532.486,1019.526,4509.260,2529.166,--undefined--
1.139053,0.0002,3,418.475,804.607,1743.569,643.294,3533.151,696.114,--undefined--,--undefined--,--undefined--
1.145303,0.0002,3,1035.268,817.821,2266.525,882.709,3583.821,542.186,--undefined--,--undefined--,--undefined--
1.151553,0.0001,3,915.541,854.795,2697.530,692.487,3951.984,1091.141,--undefined--,--undefined--,--undefined--
1.157803,0.0002,4,322.979,5021.488,526.860,742.537,2785.071,675.551,4396.752,1106.461,--undefined--
1.164053,0.0002,4,176.238,1791.093,910.859,1891.754,2757.621,522.933,4293.442,947.633,--undefined--
1.170303,0.0002,3,1038.853,688.050,2765.578,409.512,4418.418,1132.336,--undefined--,--undefined--,--undefined--
1.176553,0.0002,3,625.340,795.587,2606.828,517.395,3732.861,868.920,--undefined--,--undefined--,--undefined--
1.182803,0.0007,3,352.851,480.610,2512.961,359.774,3678.291,786.363,--undefined--,--undefined--,--undefined--
1.189053,0.0007,3,622.564,1216.925,2544.379,413.139,3733.596,662.056,--undefined--,--undefined--,--undefined--
1.195303,0.0007,3,1073.570,731.551,2658.468,637.664,3860.384,720.558,--undefined--,--undefined--,--undefined--
1.201553,0.0007,3,1151.008,543.535,2656.428,608.088,3896.327,1122.787,--undefined--,--undefined--,--undefined--
1.207803,0.0007,3,1112.759,450.251,2565.275,788.842,3657.533,1488.613,--undefined--,--undefined--,--undefined--
1.214053,0.0007,3,756.560,732.472,2486.774,689.696,3607.016,1436.981,--undefined--,--undefined--,--undefined--
1.220303,0.0007,3,752.789,732.654,2440.358,388.788,3610.586,630.678,--undefined--,--undefined--,--undefined--
1.226553,0.0007,3,929.579,812.084,2388.327,811.634,3594.401,716.772,--undefined--,--undefined--,--undefined--
1.232803,0.0002,3,519.096,878.188,2300.892,1249.842,3453.448,1142.565,--undefined--,--undefined--,--undefined--
1.239053,0.0002,3,847.754,817.776,2372.136,466.968,3656.668,557.853,--undefined--,--undefined--,--undefined--
1.245303,0.0002,3,578.119,420.718,2242.102,918.048,3623.248,828.789,--undefined--,--undefined--,--undefined--
1.251553,0.0002,3,620.716,708.131,2240.587,1132.815,3513.930,526.858,--undefined--,--undefined--,--undefined--
1.257803,0.0002,3,684.243,871.012,2261.618,709.907,3529.572,286.336,--undefined--,--undefined--,--undefined--
1.264053,0.0004,3,1042.836,691.802,2513.312,925.538,3504.457,536.218,--undefined--,--undefined--,--undefined--
1.270303,0.0004,3,1108.019,487.425,2595.407,633.354,3651.146,562.602,--undefined--,--undefined--,--undefined--
1.276553,0.0004,3,897.196,662.611,2469.431,533.876,3674.443,632.524,--undefined--,--undefined--,--undefined--
1.282803,0.0004,3,1097.356,746.044,2576.670,868.247,3984.316,1299.845,--undefined--,--undefined--,--undefined--
1.289053,0.0004,3,1224.672,659.785,2833.625,1255.680,3841.518,1871.376,--undefined--,--undefined--,--undefined--
1.295303,0.0004,3,1275.077,1196.695,3142.153,911.765,3900.122,4454.682,--undefined--,--undefined--,--undefined--
1.301553,0.0004,3,1009.213,911.197,2459.577,986.826,3620.475,507.060,--undefined--,--undefined--,--undefined--
1.307803,0.0004,3,944.168,788.559,2292.808,1045.259,3582.270,347.031,--undefined--,--undefined--,--undefined--
1.314053,0.0002,4,543.163,606.631,1642.326,1624.121,3415.765,868.029,4136.863,1805.448,--undefined--
1.320303,0.0002,3,897.937,993.114,2326.580,1080.806,3594.371,493.796,--undefined--,--undefined--,--undefined--
1.326553,0.0002,3,993.953,569.141,2424.719,630.052,3572.476,342.094,--undefined--,--undefined--,--undefined--
1.332803,0.003,3,1002.166,616.689,2521.437,928.170,3630.430,497.738,--undefined--,--undefined--,--undefined--
1.339053,0.003,3,1076.814,1008.715,2590.663,1357.796,3589.074,888.803,--undefined--,--undefined--,--undefined--
1.345303,0.003,4,484.401,1155.684,2089.531,1517.716,4016.132,1328.243,4332.998,2003.721,--undefined--
1.351553,0.003,3,2070.705,1099.196,3687.410,496.760,4435.375,671.625,--undefined--,--undefined--,--undefined--
1.357803,0.003,3,1954.299,1354.119,3672.771,608.766,4328.621,1645.378,--undefined--,--undefined--,--undefined--
1.364053,0.003,3,1005.280,762.199,2574.114,646.166,3703.089,337.721,--undefined--,--undefined--,--undefined--
1.370303,0.003,3,531.922,609.820,2356.245,621.908,3712.492,525.445,--undefined--,--undefined--,--undefined--
1.376553,0.003,4,532.069,454.748,2524.955,947.862,2545.524,2434.737,4303.349,1169.154,--undefined--
1.382803,0.0003,4,591.243,838.622,1692.986,2384.904,2665.482,512.213,4324.723,697.507,--undefined--
1.389053,0.0002,3,797.351,816.203,2505.504,400.828,4075.486,789.789,--undefined--,--undefined--,--undefined--
1.395303,0.0002,3,807.792,625.994,2517.466,529.069,4096.483,717.871,--undefined--,--undefined--,--undefined--
1.401553,0.0003,3,714.258,486.583,2427.807,926.038,4042.426,924.405,--undefined--,--undefined--,--undefined--
1.407803,0.0003,3,552.979,406.821,2045.564,967.231,3920.404,962.788,--undefined--,--undefined--,--undefined--
1.414053,0.0003,4,503.920,635.863,1880.726,861.400,3435.820,1534.325,4292.873,1037.967,--undefined--
1.420303,0.0003,3,883.456,1001.770,2458.958,732.483,3991.705,705.551,--undefined--,--undefined--,--undefined--
1.426553,0.0003,3,656.336,659.807,2526.971,601.080,4087.013,655.050,--undefined--,--undefined--,--undefined--
1.432803,0.0003,4,531.300,386.390,2379.316,1159.503,3741.837,3688.206,4017.080,932.817,--undefined--
1.439053,0.0003,3,463.901,492.240,2436.347,1141.170,3974.124,813.950,--undefined--,--undefined--,--undefined--
1.445303,0.0003,3,783.331,1023.019,2472.548,484.161,3862.734,747.213,--undefined--,--undefined--,--undefined--
1.451553,0.0001,3,964.838,952.029,2506.876,790.888,3770.260,1031.116,--undefined--,--undefined--,--undefined--
1.457803,0.0001,3,1081.495,728.958,3013.946,952.300,4331.117,1331.687,--undefined--,--undefined--,--undefined--
1.464053,0.0001,3,968.283,838.059,3057.693,832.667,3442.576,2750.425,--undefined--,--undefined--,--undefined--
1.470303,0.0001,3,1025.474,878.133,2728.828,3460.195,3382.516,922.636,--undefined--,--undefined--,--undefined--
1.476553,0.0001,3,1187.375,893.346,2414.806,1133.771,3732.947,553.102,--undefined--,--undefined--,--undefined--
1.482803,0.0001,3,1239.186,770.029,2591.267,873.000,3749.582,872.554,--undefined--,--undefined--,--undefined--
1.489053,0.0001,3,1102.809,442.969,2584.995,385.406,3738.469,462.963,--undefined--,--undefined--,--undefined--
1.495303,0.0001,3,1060.731,599.549,2510.241,479.846,3783.413,659.931,--undefined--,--undefined--,--undefined--
1.501553,0.0001,3,770.876,991.052,2471.275,590.226,3658.966,785.108,--undefined--,--undefined--,--undefined--
1.507803,0.0001,3,678.365,887.301,2259.151,911.499,3570.539,339.231,--undefined--,--undefined--,--undefined--
1.514053,0.0001,3,1228.937,959.129,2042.799,1054.635,3604.340,441.501,--undefined--,--undefined--,--undefined--
1.520303,0.0001,3,1225.300,547.377,2480.896,745.517,3795.048,597.009,--undefined--,--undefined--,--undefined--
1.526553,0.0001,3,1171.554,557.810,2561.152,566.839,3882.852,518.548,--undefined--,--undefined--,--undefined--
1.532803,0.0001,3,1203.517,1038.227,2669.492,1252.123,3662.983,1565.938,--undefined--,--undefined--,211.80153211703853
1.539053,0.0001,3,933.588,1270.263,2434.339,1457.871,3618.152,840.544,--undefined--,--undefined--,210.71167740636983
1.545303,0.0001,4,336.836,528.459,1730.077,774.211,3313.873,671.463,4459.156,797.877,210.71167740636983
