time(s),intensity,nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),Pitch
0.025058,0.0002,4,782.310,812.246,1904.232,826.147,3017.544,508.457,3852.577,738.116,--undefined--
0.031308,0.0002,4,704.063,731.666,2214.331,1074.622,2998.845,1464.978,3749.300,1106.662,--undefined--
0.037558,0.0002,4,703.608,716.625,1880.943,923.291,3028.991,688.397,4088.235,700.567,--undefined--
0.043808,0.0001,3,1256.438,573.087,2666.539,495.376,3866.100,813.705,--undefined--,--undefined--,--undefined--
0.050058,0.0001,3,1437.728,745.834,2652.522,604.979,3689.920,1237.582,--undefined--,--undefined--,--undefined--
0.056308,0.0007,4,446.498,899.554,1886.903,932.903,2779.551,911.526,3975.140,1014.274,--undefined--
0.062558,0.0007,3,934.269,1397.999,2157.477,935.388,3435.757,1588.058,--undefined--,--undefined--,--undefined--
0.068808,0.0007,3,1470.064,768.080,2360.064,977.081,3609.878,1895.543,--undefined--,--undefined--,--undefined--
0.075058,0.0007,3,1471.416,1001.115,2249.554,1768.830,3775.621,770.259,--undefined--,--undefined--,--undefined--
0.081308,0.0007,4,796.944,781.137,1726.986,841.190,3466.987,665.094,4241.541,898.562,--undefined--
0.087558,0.0007,4,852.300,894.834,1717.771,1129.769,3107.050,839.473,4159.382,1118.284,--undefined--
0.093808,0.0007,3,861.841,896.870,2330.802,3627.264,2698.935,464.222,--undefined--,--undefined--,--undefined--
0.100058,0.0007,2,1376.782,801.014,2690.210,336.912,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--
0.106308,0.0002,3,1288.718,897.878,2501.852,817.915,3266.857,1619.313,--undefined--,--undefined--,--undefined--
0.112558,0.0002,3,1178.367,702.789,2399.272,725.434,3302.167,874.594,--undefined--,--undefined--,--undefined--
0.118808,0.0002,4,777.233,609.127,2003.618,689.668,2899.826,740.391,4216.858,1403.846,--undefined--
0.125058,0.0001,4,739.861,983.354,1788.167,699.510,2751.170,527.900,4017.270,754.395,--undefined--
0.131308,0.0001,4,700.407,1103.810,1758.225,779.875,2910.635,611.919,4024.231,1179.120,--undefined--
0.137558,0.0001,4,818.475,1419.427,1603.208,1330.343,2709.272,900.813,3935.035,890.525,--undefined--
0.143808,0.0002,3,1267.021,808.171,2602.930,793.150,3816.272,1329.716,--undefined--,--undefined--,--undefined--
0.150058,0.0002,4,1093.390,791.174,2126.534,1107.996,2991.284,980.443,4397.327,2231.894,--undefined--
0.156308,0.0002,4,755.767,1025.045,1993.014,708.913,3032.544,882.715,4375.847,1848.907,--undefined--
0.162558,0.0002,3,1116.775,950.533,2455.882,561.956,3289.042,608.471,--undefined--,--undefined--,--undefined--
0.168808,0.0002,3,751.422,537.162,2211.649,554.496,3119.711,633.500,--undefined--,--undefined--,--undefined--
0.175058,0.0002,3,724.224,842.016,2084.153,715.291,2955.244,809.299,--undefined--,--undefined--,--undefined--
0.181308,0.0002,3,1141.615,570.043,2488.725,665.471,3404.499,1036.261,--undefined--,--undefined--,--undefined--
0.187558,0.0002,4,937.916,811.469,1869.373,890.572,2745.002,828.031,3933.720,605.803,--undefined--
0.193808,0.0002,4,820.802,1202.082,1720.988,658.934,2716.710,707.800,4026.793,712.984,--undefined--
0.200058,0.0002,4,885.871,1442.863,1609.688,598.001,2657.923,519.933,4064.139,693.804,--undefined--
0.206308,0.0002,4,1123.572,1518.394,1530.600,627.072,2772.943,492.874,4020.803,1016.110,--undefined--
0.212558,0.0002,3,1545.625,486.707,2631.581,527.422,3726.799,1262.449,--undefined--,--undefined--,--undefined--
0.218808,0.0002,3,1551.341,1071.830,2231.983,711.721,3370.569,857.259,--undefined--,--undefined--,--undefined--
0.225058,0.0002,3,1304.017,1651.819,2150.312,634.575,3358.162,528.283,--undefined--,--undefined--,--undefined--
0.231308,0.0002,4,480.342,980.827,1798.090,744.668,3013.151,674.257,3811.994,929.112,--undefined--
0.237558,0.0002,4,637.505,999.975,1778.484,640.009,2983.468,923.513,3839.200,936.233,--undefined--
0.243808,0.0002,4,909.621,698.816,1916.015,552.788,3171.826,735.026,3937.403,2007.923,--undefined--
0.250058,0.0002,3,1074.706,883.174,2015.602,1045.670,3201.740,608.100,--undefined--,--undefined--,--undefined--
0.256308,0.0002,3,1281.969,1107.878,2174.867,702.708,3224.557,543.569,--undefined--,--undefined--,--undefined--
0.262558,0.0002,3,1198.039,736.516,2290.618,552.193,3274.592,796.966,--undefined--,--undefined--,--undefined--
0.268808,0.0002,3,1253.337,481.201,2383.697,507.908,3333.072,613.168,--undefined--,--undefined--,--undefined--
0.275058,0.0002,3,1177.163,669.340,2594.612,966.989,3011.603,1206.158,--undefined--,--undefined--,--undefined--
0.281308,0.0002,4,832.064,873.827,1932.288,705.331,3021.908,660.011,4239.839,2216.601,--undefined--
0.287558,0.0002,4,855.059,1144.512,1849.382,633.111,3075.108,907.975,3827.241,1889.986,--undefined--
0.293808,0.0002,3,1500.205,985.108,2601.282,1798.483,3246.702,970.442,--undefined--,--undefined--,--undefined--
0.300058,0.0004,3,1345.779,536.609,2736.677,681.859,3655.894,1121.861,--undefined--,--undefined--,--undefined--
0.306308,0.0004,3,1370.741,533.187,2731.484,691.471,3765.039,1440.465,--undefined--,--undefined--,--undefined--
0.312558,0.0006,3,1218.723,3600.460,1824.714,855.930,3108.778,562.472,--undefined--,--undefined--,--undefined--
0.318808,0.0006,4,646.936,1219.863,1859.469,554.644,3013.743,873.467,4041.650,1232.612,--undefined--
0.325058,0.014,3,1190.020,1171.082,2411.309,1089.472,3466.854,1106.742,--undefined--,--undefined--,--undefined--
0.331308,0.015,3,1123.199,1152.743,2296.941,1169.044,3260.765,705.033,--undefined--,--undefined--,--undefined--
0.337558,0.027,4,900.956,855.920,2098.221,846.038,3007.034,747.937,4222.105,464.599,--undefined--
0.343808,0.027,4,521.342,1115.238,2102.384,765.184,3365.373,755.665,4255.682,225.624,--undefined--
0.350058,0.027,4,355.186,573.242,2215.007,504.774,3491.792,280.849,4276.120,227.859,214.8693144499496
0.356308,0.027,4,297.522,254.891,2286.898,424.807,3527.494,146.996,4209.019,308.309,214.8693144499496
0.362558,0.027,4,284.556,171.712,2388.710,319.749,3545.916,146.475,4233.074,389.834,214.354343711396
0.368808,0.027,4,274.367,103.217,2413.654,194.083,3542.927,171.482,4273.226,518.144,214.354343711396
0.375058,0.027,4,264.093,166.515,2265.950,482.352,3533.098,577.907,4083.043,519.644,210.74942446733507
0.381308,0.027,4,262.272,233.416,2215.990,537.015,3330.596,730.851,4150.061,276.030,206.33831569655342
0.387558,0.013,4,259.909,148.976,2241.309,352.749,3384.105,490.956,4247.209,185.535,206.33831569655342
0.393808,0.012,4,268.254,135.789,2368.877,228.936,3345.578,596.403,4227.943,318.335,204.8763816846431
0.400058,0.012,4,283.100,149.622,2363.757,232.738,3165.871,630.449,4165.515,335.016,204.30212876756374
0.406308,0.012,4,306.107,170.255,2330.114,285.681,3044.942,571.531,4243.586,357.473,204.30212876756374
0.412558,0.012,4,340.050,172.703,2324.776,504.308,3154.572,641.554,4265.446,327.199,197.04615509610457
0.418808,0.013,4,339.373,187.118,2212.545,785.238,3201.275,430.554,4278.025,219.126,197.04615509610457
0.425058,0.019,4,310.557,219.913,1946.679,587.631,3369.166,511.232,4233.163,341.971,198.43286656954723
0.431308,0.043,4,339.925,149.746,2070.397,400.529,3508.386,802.754,4170.899,528.152,202.93327044526703
0.437558,0.090,4,351.635,135.065,2059.644,209.112,3186.764,698.849,4188.622,374.539,202.93327044526703
0.443808,0.090,4,380.265,109.995,2048.808,142.692,2890.715,261.170,4189.047,181.440,206.45567917718827
0.450058,0.090,4,415.563,45.987,2072.218,108.596,2900.764,95.653,4275.159,142.832,211.15121734769878
0.456308,0.090,4,425.551,25.379,2095.683,112.616,2922.192,79.389,4159.707,163.134,211.15121734769878
0.462558,0.090,4,427.111,24.700,2092.750,139.286,2963.139,134.824,4090.232,99.834,209.77025668025777
0.468808,0.090,4,424.476,37.287,2114.510,133.119,2978.715,305.441,4122.212,114.272,209.77025668025777
0.475058,0.090,4,422.709,54.310,2153.355,112.924,2981.543,315.766,4111.357,162.069,207.45911769115406
0.481308,0.090,4,417.742,74.025,2163.372,107.913,2968.592,211.256,4128.466,182.995,207.7213853074106
0.487558,0.066,4,425.826,66.165,2144.698,151.791,2929.273,205.089,4183.181,150.994,207.7213853074106
0.493808,0.038,4,422.367,43.156,2130.732,206.912,2913.527,173.324,4243.879,259.027,209.73465739854373
0.500058,0.038,4,423.021,32.833,2103.753,222.283,2923.182,180.940,4273.540,261.861,213.5422238757449
0.506308,0.038,4,425.604,23.666,2113.126,175.322,2974.150,293.728,4360.104,292.295,213.5422238757449
0.512558,0.032,4,426.834,42.776,2084.973,211.557,3019.028,494.654,4397.084,396.843,217.9813286065635
0.518808,0.031,4,439.468,230.830,2035.762,262.550,2913.808,791.177,4302.706,480.285,217.9813286065635
0.525058,0.027,4,487.147,430.045,1900.679,432.170,2953.178,964.996,4195.045,755.021,220.68234618748815
0.531308,0.009,4,536.950,590.882,1940.144,573.657,2897.421,990.026,4148.514,789.491,--undefined--
0.537558,0.005,3,1345.362,928.334,2169.557,600.540,3307.134,522.310,--undefined--,--undefined--,--undefined--
0.543808,0.005,3,1334.659,763.066,2253.442,589.788,3426.046,444.286,--undefined--,--undefined--,--undefined--
0.550058,0.009,3,1127.518,759.955,2310.791,725.238,3532.317,773.433,--undefined--,--undefined--,--undefined--
0.556308,0.011,3,1162.553,824.485,2288.256,852.788,3655.723,753.155,--undefined--,--undefined--,--undefined--
0.562558,0.011,3,1098.406,608.151,2355.120,751.190,3906.860,996.065,--undefined--,--undefined--,--undefined--
0.568808,0.011,4,865.708,674.720,2099.187,764.455,3115.917,486.655,4408.182,308.551,--undefined--
0.575058,0.052,4,731.237,1184.270,2115.556,509.554,3072.202,398.987,4488.483,164.226,--undefined--
0.581308,0.117,4,561.380,1076.553,2109.255,155.911,3142.418,414.972,4454.942,82.419,295.5906236931282
0.587558,0.117,4,378.692,307.619,2100.645,111.865,3055.170,280.942,4425.919,97.776,295.5906236931282
0.593808,0.117,4,375.106,203.671,2079.988,67.331,2958.124,177.637,4363.738,455.255,299.54618814254997
0.600058,0.117,4,400.006,250.861,2093.355,58.739,2952.405,129.111,4281.946,564.550,302.10627824728255
0.606308,0.117,4,403.117,235.186,2100.227,65.725,2975.349,113.402,4261.475,356.875,302.10627824728255
0.612558,0.117,4,391.647,240.603,2112.316,118.247,3009.039,177.473,4297.208,380.932,310.6750637530995
0.618808,0.117,4,376.975,211.274,2115.625,110.269,3067.989,170.348,4386.864,345.881,310.6750637530995
0.625058,0.117,4,355.405,160.562,2128.026,93.448,3090.268,165.769,4409.449,385.549,315.1596037058687
0.631308,0.103,4,339.575,147.117,2132.491,116.032,3110.720,151.187,4402.771,560.448,311.7163466936974
0.637558,0.080,4,325.040,164.664,2087.824,161.857,3083.108,180.576,4446.230,380.956,311.7163466936974
0.643808,0.057,4,304.965,205.558,2136.610,221.469,3083.018,446.259,4438.236,541.444,279.1365266188794
0.650058,0.033,4,331.778,336.156,2159.354,288.370,2867.940,1064.130,4488.185,829.766,286.51299267556243
0.656308,0.033,4,390.581,536.534,2067.359,418.268,3141.031,1197.135,4478.272,1315.550,286.51299267556243
0.662558,0.074,3,415.528,715.006,1884.354,476.083,3279.511,432.689,--undefined--,--undefined--,308.1650324567563
0.668808,0.074,3,1189.149,1230.455,2204.801,842.718,3406.778,717.972,--undefined--,--undefined--,308.1650324567563
0.675058,0.074,4,671.412,1331.309,2057.211,1226.913,3004.168,2036.577,3695.977,396.640,--undefined--
0.681308,0.074,3,1994.244,521.863,3636.163,281.005,3875.278,676.856,--undefined--,--undefined--,--undefined--
0.687558,0.074,3,1947.754,526.350,3630.294,422.380,3849.555,547.752,--undefined--,--undefined--,--undefined--
0.693808,0.074,3,1883.693,646.614,3298.025,477.186,3910.271,173.230,--undefined--,--undefined--,--undefined--
0.700058,0.074,3,1663.730,995.158,3116.917,215.485,3829.065,140.439,--undefined--,--undefined--,--undefined--
0.706308,0.074,3,1722.190,907.563,3055.603,244.367,3791.318,201.597,--undefined--,--undefined--,--undefined--
0.712558,0.060,3,1625.995,1333.762,2930.304,472.781,3810.760,291.403,--undefined--,--undefined--,--undefined--
0.718808,0.060,3,1250.618,1128.238,2823.019,332.579,3808.321,382.817,--undefined--,--undefined--,--undefined--
0.725058,0.043,3,1563.015,1540.377,2728.568,447.717,3881.261,438.452,--undefined--,--undefined--,--undefined--
0.731308,0.023,3,1664.008,1629.631,2764.710,482.232,3866.383,524.390,--undefined--,--undefined--,--undefined--
0.737558,0.017,3,1381.544,2799.727,2679.104,330.182,3674.019,351.387,--undefined--,--undefined--,--undefined--
0.743808,0.019,3,298.494,448.255,2505.402,249.846,3538.032,238.236,--undefined--,--undefined--,222.3912779338625
0.750058,0.019,3,341.505,323.308,2201.744,268.496,3432.007,353.232,--undefined--,--undefined--,203.13238072892912
0.756308,0.019,3,367.431,326.657,2065.465,155.099,3402.898,470.781,--undefined--,--undefined--,203.13238072892912
0.762558,0.019,3,404.035,289.931,2055.879,212.343,3439.427,321.341,--undefined--,--undefined--,193.81165933176888
0.768808,0.019,4,411.319,176.398,2043.929,250.644,3390.972,552.517,4173.027,1094.299,193.81165933176888
0.775058,0.019,4,377.367,129.241,2130.077,331.129,3015.547,970.631,4217.728,487.390,190.30990093486068
0.781308,0.019,4,352.683,108.500,2297.134,614.736,2515.119,635.149,4279.190,320.673,191.0802837614325
0.787558,0.019,4,354.282,131.708,2080.115,507.894,2617.993,437.662,4283.728,259.887,191.0802837614325
0.793808,0.017,4,357.240,119.491,2131.614,530.177,2624.115,438.693,4218.721,294.323,189.42416041479913
0.800058,0.017,4,351.531,94.385,2173.560,550.438,2657.762,369.764,4139.014,274.647,187.46842427349085
0.806308,0.017,4,342.445,107.524,2168.465,612.563,2638.958,396.647,4175.454,327.128,187.46842427349085
0.812558,0.017,4,344.376,109.418,2062.020,750.575,2670.062,368.648,4216.441,260.478,185.2060237777704
0.818808,0.017,4,344.606,122.235,2003.013,1019.496,2662.490,376.233,4207.189,197.451,185.2060237777704
0.825058,0.017,4,337.060,110.664,1856.721,988.544,2642.160,194.593,4225.516,209.108,182.71853067764053
0.831308,0.009,4,335.056,165.026,1881.874,1072.007,2631.259,285.026,4250.240,354.065,180.73103599511748
0.837558,0.009,4,336.297,278.087,2144.037,888.236,2826.499,1303.587,4180.166,792.225,180.73103599511748
0.843808,0.007,4,351.472,229.481,1970.105,495.594,3303.794,1539.977,4201.254,907.647,176.24812368524576
0.850058,0.007,4,325.877,379.418,1913.767,686.554,3254.073,1293.199,4460.302,899.919,165.8686880695608
0.856308,0.007,3,1269.767,1614.424,2270.674,796.846,3687.416,488.981,--undefined--,--undefined--,165.8686880695608
0.862558,0.004,3,1351.852,806.654,2343.131,754.182,3740.644,303.997,--undefined--,--undefined--,155.37624254171828
0.868808,0.003,3,1434.888,551.544,2568.536,883.106,3772.053,551.686,--undefined--,--undefined--,155.37624254171828
0.875058,0.003,3,1532.205,514.382,2444.505,655.795,3834.615,480.130,--undefined--,--undefined--,--undefined--
0.881308,0.003,3,1640.257,517.722,2540.931,913.573,3913.911,774.182,--undefined--,--undefined--,--undefined--
0.887558,0.003,3,1728.396,668.124,2836.628,747.726,4241.530,875.705,--undefined--,--undefined--,--undefined--
0.893808,0.003,3,1541.598,553.647,2583.961,588.299,3801.898,990.457,--undefined--,--undefined--,--undefined--
0.900058,0.003,3,1633.485,711.347,2463.195,1021.231,3901.489,719.764,--undefined--,--undefined--,--undefined--
0.906308,0.003,4,942.860,1667.808,1898.616,739.341,2967.767,749.075,3956.938,436.853,--undefined--
0.912558,0.003,4,626.540,1604.685,2057.232,510.854,2990.522,696.647,4057.887,550.120,--undefined--
0.918808,0.003,3,1694.626,688.429,2656.256,824.023,3939.538,679.523,--undefined--,--undefined--,--undefined--
0.925058,0.003,3,1662.765,628.521,2613.295,895.553,3878.477,686.259,--undefined--,--undefined--,--undefined--
0.931308,0.003,3,1299.177,939.871,2344.083,704.116,3836.962,816.164,--undefined--,--undefined--,--undefined--
0.937558,0.003,3,1419.537,780.821,2432.549,705.620,3727.848,657.474,--undefined--,--undefined--,--undefined--
0.943808,0.003,4,1265.347,1683.936,1808.379,983.277,3040.607,1287.555,3901.347,599.112,--undefined--
0.950058,0.003,4,242.177,4184.718,1528.729,528.426,2928.893,757.595,4052.268,479.145,--undefined--
0.956308,0.003,4,1232.033,911.759,2250.864,1014.432,2949.956,2159.194,4068.778,664.082,--undefined--
0.962558,0.003,4,1195.033,433.879,2212.657,563.630,3790.675,741.267,4362.709,2612.582,--undefined--
0.968808,0.002,3,1266.531,373.474,2229.398,961.408,3473.860,864.418,--undefined--,--undefined--,--undefined--
0.975058,0.003,4,1230.948,435.467,2176.224,1062.145,3224.179,1313.831,4128.121,1214.607,--undefined--
0.981308,0.005,4,706.137,1171.970,1848.174,788.680,3120.320,1193.168,4096.124,1135.673,--undefined--
0.987558,0.007,4,498.792,450.461,2163.956,847.852,3364.535,2991.461,3721.019,1230.377,--undefined--
0.993808,0.011,3,746.126,296.474,2358.168,830.302,3434.565,656.378,--undefined--,--undefined--,169.9209297853051
1.000058,0.015,3,757.553,167.421,2362.012,931.850,3553.029,870.190,--undefined--,--undefined--,168.21423787917095
1.006308,0.015,3,735.887,203.294,2666.792,621.352,3998.098,495.107,--undefined--,--undefined--,168.21423787917095
1.012558,0.015,4,542.308,1734.580,706.803,224.067,2752.892,649.538,3984.578,472.402,166.82443077169526
1.018808,0.015,4,660.366,262.991,801.603,1025.160,2804.161,546.367,3962.631,368.178,166.82443077169526
1.025058,0.015,4,621.247,299.033,930.667,640.357,2716.938,595.937,3974.954,202.396,164.98607016440485
1.031308,0.015,4,685.304,480.095,884.188,558.228,2597.209,545.791,3976.414,180.670,160.9435826270209
1.037558,0.015,4,736.151,609.558,882.390,459.919,2669.588,478.107,3972.880,247.928,160.9435826270209
1.043808,0.015,4,692.945,337.254,1002.413,695.175,2702.063,549.812,3947.095,231.196,159.278294211548
1.050058,0.014,4,638.811,290.727,1091.337,337.268,2820.118,457.188,3974.389,120.794,161.24801563298553
1.056308,0.015,4,662.597,353.073,1100.564,299.529,2744.280,393.006,4011.419,85.285,161.24801563298553
1.062558,0.015,4,688.785,373.789,1129.993,366.457,2693.444,372.947,4008.161,79.235,163.99979363311562
1.068808,0.015,4,657.241,275.026,1174.515,224.169,2886.116,381.976,4017.162,143.468,163.99979363311562
1.075058,0.015,4,664.679,245.076,1167.574,220.119,2913.444,449.116,3982.627,312.237,169.9527116119289
1.081308,0.015,4,688.546,223.610,1199.904,237.014,2820.155,339.587,3957.006,209.152,176.0984634028915
1.087558,0.015,4,696.259,240.680,1248.323,224.214,2788.003,315.620,4031.154,206.185,176.0984634028915
1.093808,0.015,4,707.663,281.341,1261.736,305.313,2749.472,484.812,4033.535,228.130,185.91746459587694
1.100058,0.015,4,729.709,357.805,1213.558,492.439,2737.176,552.444,3963.821,321.688,201.79245679988142
1.106308,0.014,4,777.860,433.269,1246.109,757.729,3198.551,999.501,3534.880,1204.800,201.79245679988142
1.112558,0.010,4,785.810,521.749,1165.061,694.421,2949.986,1037.059,3702.730,541.806,217.51659269951637
1.118808,0.010,3,934.777,290.926,2486.796,586.193,3848.184,428.163,--undefined--,--undefined--,217.51659269951637
1.125058,0.010,3,1019.620,252.566,2484.208,713.368,3725.858,719.303,--undefined--,--undefined--,232.9142040328354
1.131308,0.010,3,1087.990,314.006,2658.708,1170.408,3525.495,1060.225,--undefined--,--undefined--,246.52541336119535
1.137558,0.004,3,1136.446,562.148,2879.486,659.560,3812.996,1195.362,--undefined--,--undefined--,246.52541336119535
1.143808,0.004,3,1130.270,861.453,2455.378,879.596,3572.819,834.997,--undefined--,--undefined--,252.95454802624954
1.150058,0.004,3,1079.004,1111.318,2367.473,713.402,3762.475,462.784,--undefined--,--undefined--,261.7656063214905
1.156308,0.002,3,1506.484,679.848,2600.946,715.164,3716.543,574.266,--undefined--,--undefined--,261.7656063214905
1.162558,0.001,3,1463.746,580.556,2442.945,757.108,3690.740,620.667,--undefined--,--undefined--,--undefined--
1.168808,0.0006,4,803.159,766.500,1970.286,716.202,2887.682,1174.846,3764.470,930.837,--undefined--
1.175058,0.0005,4,778.678,1418.822,1866.739,789.959,2932.108,1335.064,3903.546,1617.796,--undefined--
1.181308,0.0005,4,992.016,1129.844,1754.370,870.704,2989.754,641.573,4049.338,1731.011,--undefined--
1.187558,0.0005,4,709.390,1055.164,1785.381,604.565,2976.715,470.608,3903.115,1465.823,--undefined--
1.193808,0.0005,3,854.300,2338.451,1797.479,934.278,3235.374,752.932,--undefined--,--undefined--,--undefined--
1.200058,0.0002,3,1061.322,661.826,2272.717,667.365,3338.953,695.583,--undefined--,--undefined--,--undefined--
1.206308,0.0003,3,1153.737,513.126,2334.451,561.663,3456.121,544.841,--undefined--,--undefined--,--undefined--
1.212558,0.0003,3,1324.727,596.044,2344.242,848.040,3559.766,820.105,--undefined--,--undefined--,--undefined--
1.218808,0.0003,3,1496.100,604.654,2956.489,685.288,3996.660,1967.778,--undefined--,--undefined--,--undefined--
1.225058,0.0005,4,432.245,1194.010,1716.121,671.577,2938.817,417.216,3854.252,1366.769,--undefined--
1.231308,0.0005,4,592.421,700.499,1926.176,312.388,3067.159,382.717,3853.809,1308.607,--undefined--
1.237558,0.0005,4,782.583,553.971,1917.763,454.539,3112.413,442.537,3913.254,1607.891,--undefined--
1.243808,0.0009,4,854.311,572.364,1891.584,654.318,3032.189,875.844,3797.205,1081.739,--undefined--
1.250058,0.0009,4,821.723,1006.550,1878.403,580.571,2719.601,1068.322,3832.218,932.412,--undefined--
1.256308,0.0009,3,1288.886,633.175,2260.966,774.169,3443.022,876.623,--undefined--,--undefined--,--undefined--
1.262558,0.0009,4,1489.821,664.679,1663.319,2258.779,3084.272,762.792,3513.974,3376.823,--undefined--
1.268808,0.0009,4,1048.712,1967.103,1659.948,633.574,3046.020,586.457,3751.858,2331.811,--undefined--
1.275058,0.0009,3,1409.170,590.186,2667.292,712.641,3740.674,724.686,--undefined--,--undefined--,--undefined--
1.281308,0.0009,3,1410.839,628.823,2404.501,868.460,3838.110,925.506,--undefined--,--undefined--,--undefined--
1.287558,0.0009,4,864.581,1150.313,1773.878,705.387,2664.528,751.175,3972.654,669.703,--undefined--
1.293808,0.0005,4,370.967,1756.777,1516.813,590.629,2746.400,685.024,3950.778,538.169,--undefined--
1.300058,0.0005,3,1554.529,749.638,2565.547,1204.483,3896.596,530.356,--undefined--,--undefined--,--undefined--
1.306308,0.0006,3,1451.035,474.309,2590.246,937.058,3690.067,749.771,--undefined--,--undefined--,--undefined--
1.312558,0.0006,3,1380.913,716.177,2553.462,434.164,3531.254,616.781,--undefined--,--undefined--,--undefined--
1.318808,0.001,3,1458.115,584.748,2646.122,608.365,3646.008,662.343,--undefined--,--undefined--,--undefined--
1.325058,0.001,3,1382.781,456.484,2704.984,703.356,3730.565,451.795,--undefined--,--undefined--,--undefined--
1.331308,0.001,4,932.211,833.355,2491.692,1488.110,2808.919,3098.004,3679.525,548.584,--undefined--
1.337558,0.001,4,833.874,648.263,2054.561,643.314,3135.251,640.660,3884.764,603.980,--undefined--
1.343808,0.001,4,821.561,575.370,2053.496,429.317,3034.823,499.351,3989.624,547.032,--undefined--
1.350058,0.001,4,910.004,604.854,2199.813,705.343,3004.986,889.258,4023.378,1047.618,--undefined--
1.356308,0.001,3,1129.859,644.272,2425.098,550.029,3678.367,585.735,--undefined--,--undefined--,--undefined--
1.362558,0.001,3,1190.005,762.054,2472.557,700.469,3565.626,706.959,--undefined--,--undefined--,--undefined--
1.368808,0.0008,4,727.567,1040.493,1992.319,606.522,3096.917,696.151,4035.640,1001.625,--undefined--
1.375058,0.0008,4,742.080,892.089,1926.344,442.877,3003.996,700.790,4026.983,842.034,--undefined--
1.381308,0.0008,4,1108.738,1596.947,1910.594,952.731,2996.238,2179.332,3445.299,1162.897,--undefined--
1.387558,0.0006,3,1561.117,414.569,2746.839,662.816,3792.075,1279.398,--undefined--,--undefined--,--undefined--
1.393808,0.0006,3,1456.494,455.138,2815.143,739.206,3647.966,1195.119,--undefined--,--undefined--,--undefined--
1.400058,0.0006,4,1212.629,630.240,1652.944,1074.461,2945.539,807.532,3788.917,1137.395,--undefined--
1.406308,0.0006,4,1147.304,394.469,1737.704,893.793,2786.318,451.777,3942.118,712.665,--undefined--
1.412558,0.0006,4,1038.901,967.959,1695.828,777.467,2844.795,525.252,3981.521,929.990,--undefined--
1.418808,0.0006,4,755.753,958.214,1814.186,469.606,2940.739,578.687,4029.010,643.884,--undefined--
1.425058,0.0006,4,809.486,1334.725,1787.156,739.855,2856.163,485.657,4014.044,763.428,--undefined--
1.431308,0.0006,4,919.346,1216.477,1934.379,809.610,3210.740,697.984,4035.013,2656.751,--undefined--
1.437558,0.0006,4,973.123,1156.883,1779.677,995.342,2900.074,642.171,4206.208,2195.992,--undefined--
1.443808,0.0006,3,1388.182,512.709,2419.021,849.251,3373.374,1387.830,--undefined--,--undefined--,--undefined--
1.450058,0.0008,3,1440.543,587.093,1936.748,1774.670,3154.938,717.645,--undefined--,--undefined--,--undefined--
1.456308,0.0008,3,1501.485,533.940,2954.775,1105.401,3545.703,1487.937,--undefined--,--undefined--,--undefined--
1.462558,0.0008,4,592.245,2253.188,1627.802,754.632,2830.621,1350.143,3650.097,1411.021,--undefined--
1.468808,0.0008,4,936.302,862.724,1931.710,560.587,2824.315,1575.695,3608.255,873.667,--undefined--
1.475058,0.0009,4,919.492,853.639,1769.632,541.314,2657.523,478.678,3820.478,572.671,--undefined--
1.481308,0.001,4,906.388,1230.962,1537.058,881.056,2649.084,497.313,3888.421,845.980,--undefined--
1.487558,0.001,4,857.862,654.479,1824.784,540.392,2908.723,550.109,3780.790,1247.691,--undefined--
1.493808,0.001,4,584.018,1812.383,1623.193,541.120,2913.100,469.731,3787.503,1385.609,--undefined--
1.500058,0.001,3,1429.756,395.348,2595.720,558.095,3259.453,781.678,--undefined--,--undefined--,--undefined--
1.506308,0.001,3,1351.421,340.358,2615.253,610.784,3579.855,702.341,--undefined--,--undefined--,--undefined--
1.512558,0.001,3,1420.275,471.600,2735.900,671.925,3478.442,762.837,--undefined--,--undefined--,--undefined--
1.518808,0.001,3,1551.387,446.670,2937.270,429.995,3734.706,763.140,--undefined--,--undefined--,--undefined--
1.525058,0.001,4,581.455,1275.941,1745.000,409.025,2898.916,381.631,3960.403,539.936,--undefined--
1.531308,0.001,4,656.817,926.110,1874.623,364.231,2975.477,488.374,3867.030,702.029,--undefined--
1.537558,0.0009,3,1588.616,855.655,2566.343,751.524,3792.165,956.206,--undefined--,--undefined--,--undefined--
1.543808,0.0008,3,1400.052,653.103,2485.092,526.707,3717.190,1095.745,--undefined--,--undefined--,--undefined--
1.550058,0.0008,3,1453.163,840.494,2645.981,869.666,3525.526,1294.335,--undefined--,--undefined--,--undefined--
1.556308,0.0008,4,119.126,2970.441,1548.366,946.822,3112.454,574.260,3821.541,2394.377,--undefined--
1.562558,0.0008,4,1263.445,930.247,1642.308,2862.038,2779.466,867.712,3751.263,1345.991,--undefined--
1.568808,0.0008,3,1261.625,451.650,2473.493,593.181,3527.185,824.041,--undefined--,--undefined--,--undefined--
1.575058,0.0008,3,1353.243,494.284,2504.548,712.714,3713.032,616.948,--undefined--,--undefined--,--undefined--
1.581308,0.0008,4,847.214,1746.770,1694.915,1525.733,2536.324,687.197,3796.064,721.032,--undefined--
1.587558,0.0008,4,935.899,892.864,1852.776,898.448,2852.483,703.736,3858.490,942.712,--undefined--
